DateRep,CountryExp,CountryCode,Source,ConfCases
2022-05-05,Iceland,IS,TESSy,0
2022-05-05,Ireland,IE,TESSy,0
2022-05-05,Italy,IT,TESSy,0
2022-05-05,Latvia,LV,TESSy,0
2022-05-05,Lithuania,LT,TESSy,0
2022-05-05,Luxembourg,LU,TESSy,0
2022-05-05,Malta,MT,TESSy,0
2022-05-05,Netherlands,NL,TESSy,0
2022-05-05,Norway,NO,TESSy,0
2022-05-05,Poland,PL,TESSy,0
2022-05-05,Portugal,PT,TESSy,2
2022-05-05,Romania,RO,TESSy,0
2022-05-05,Slovakia,SK,TESSy,0
2022-05-05,Slovenia,SI,TESSy,0
2022-05-05,Spain,ES,TESSy,0
2022-05-05,Sweden,SE,TESSy,0
2022-05-07,Austria,AT,TESSy,0
2022-05-07,Belgium,BE,TESSy,0
2022-05-07,Bulgaria,BG,TESSy,0
2022-05-07,Croatia,HR,TESSy,0
2022-05-07,Cyprus,CY,TESSy,0
2022-05-07,Czechia,CZ,TESSy,0
2022-05-07,Denmark,DK,TESSy,0
2022-05-07,Estonia,EE,TESSy,0
2022-05-07,Finland,FI,TESSy,0
2022-05-07,France,FR,TESSy,0
2022-05-07,Germany,DE,TESSy,0
2022-05-07,Greece,EL,TESSy,0
2022-05-07,Hungary,HU,TESSy,0
2022-05-07,Iceland,IS,TESSy,0
2022-05-07,Ireland,IE,TESSy,0
2022-05-07,Italy,IT,TESSy,0
2022-05-07,Latvia,LV,TESSy,0
2022-05-07,Lithuania,LT,TESSy,0
2022-05-07,Luxembourg,LU,TESSy,0
2022-05-07,Malta,MT,TESSy,0
2022-05-07,Netherlands,NL,TESSy,0
2022-05-07,Norway,NO,TESSy,0
2022-05-07,Poland,PL,TESSy,0
2022-05-07,Portugal,PT,TESSy,6
2022-05-07,Romania,RO,TESSy,0
2022-05-07,Slovakia,SK,TESSy,0
2022-05-07,Slovenia,SI,TESSy,0
2022-05-07,Spain,ES,TESSy,0
2022-05-07,Sweden,SE,TESSy,0
2022-05-08,Austria,AT,TESSy,0
2022-05-08,Belgium,BE,TESSy,0
2022-05-08,Bulgaria,BG,TESSy,0
2022-05-08,Croatia,HR,TESSy,0
2022-05-08,Cyprus,CY,TESSy,0
2022-05-08,Czechia,CZ,TESSy,0
2022-05-08,Denmark,DK,TESSy,0
2022-05-08,Estonia,EE,TESSy,0
2022-05-08,Finland,FI,TESSy,0
2022-05-08,France,FR,TESSy,0
2022-05-08,Germany,DE,TESSy,0
2022-05-08,Greece,EL,TESSy,0
2022-05-08,Hungary,HU,TESSy,0
2022-05-08,Iceland,IS,TESSy,0
2022-05-08,Ireland,IE,TESSy,0
2022-05-08,Italy,IT,TESSy,0
2022-05-08,Latvia,LV,TESSy,0
2022-05-08,Lithuania,LT,TESSy,0
2022-05-08,Luxembourg,LU,TESSy,0
2022-05-08,Malta,MT,TESSy,0
2022-05-08,Netherlands,NL,TESSy,0
2022-05-08,Norway,NO,TESSy,0
2022-05-08,Poland,PL,TESSy,0
2022-05-08,Portugal,PT,TESSy,2
2022-05-08,Romania,RO,TESSy,0
2022-05-08,Slovakia,SK,TESSy,0
2022-05-08,Slovenia,SI,TESSy,0
2022-05-08,Spain,ES,TESSy,0
2022-05-08,Sweden,SE,TESSy,0
2022-05-09,Austria,AT,TESSy,0
2022-05-09,Belgium,BE,TESSy,0
2022-05-09,Bulgaria,BG,TESSy,0
2022-05-09,Croatia,HR,TESSy,0
2022-05-09,Cyprus,CY,TESSy,0
2022-05-09,Czechia,CZ,TESSy,0
2022-05-09,Denmark,DK,TESSy,0
2022-05-09,Estonia,EE,TESSy,0
2022-05-09,Finland,FI,TESSy,0
2022-05-09,France,FR,TESSy,0
2022-05-09,Germany,DE,TESSy,0
2022-05-09,Greece,EL,TESSy,0
2022-05-09,Hungary,HU,TESSy,0
2022-05-09,Iceland,IS,TESSy,0
2022-05-09,Ireland,IE,TESSy,0
2022-05-09,Italy,IT,TESSy,0
2022-05-09,Latvia,LV,TESSy,0
2022-05-09,Lithuania,LT,TESSy,0
2022-05-09,Luxembourg,LU,TESSy,0
2022-05-09,Malta,MT,TESSy,0
2022-05-09,Netherlands,NL,TESSy,0
2022-05-09,Norway,NO,TESSy,0
2022-05-09,Poland,PL,TESSy,0
2022-05-09,Portugal,PT,TESSy,3
2022-05-09,Romania,RO,TESSy,0
2022-05-09,Slovakia,SK,TESSy,0
2022-05-09,Slovenia,SI,TESSy,0
2022-05-09,Spain,ES,TESSy,0
2022-05-09,Sweden,SE,TESSy,0
2022-05-10,Austria,AT,TESSy,0
2022-05-10,Belgium,BE,TESSy,0
2022-05-10,Bulgaria,BG,TESSy,0
2022-05-10,Croatia,HR,TESSy,0
2022-05-10,Cyprus,CY,TESSy,0
2022-05-10,Czechia,CZ,TESSy,0
2022-05-10,Denmark,DK,TESSy,0
2022-05-10,Estonia,EE,TESSy,0
2022-05-10,Finland,FI,TESSy,0
2022-05-10,France,FR,TESSy,0
2022-05-10,Germany,DE,TESSy,0
2022-05-10,Greece,EL,TESSy,0
2022-05-10,Hungary,HU,TESSy,0
2022-05-10,Iceland,IS,TESSy,0
2022-05-10,Ireland,IE,TESSy,0
2022-05-10,Italy,IT,TESSy,0
2022-05-10,Latvia,LV,TESSy,0
2022-05-10,Lithuania,LT,TESSy,0
2022-05-10,Luxembourg,LU,TESSy,0
2022-05-10,Malta,MT,TESSy,0
2022-05-10,Netherlands,NL,TESSy,0
2022-05-10,Norway,NO,TESSy,0
2022-05-10,Poland,PL,TESSy,0
2022-05-10,Portugal,PT,TESSy,5
2022-05-10,Romania,RO,TESSy,0
2022-05-10,Slovakia,SK,TESSy,0
2022-05-10,Slovenia,SI,TESSy,0
2022-05-10,Spain,ES,TESSy,0
2022-05-10,Sweden,SE,TESSy,0
2022-05-11,Austria,AT,TESSy,0
2022-05-11,Belgium,BE,TESSy,0
2022-05-11,Bulgaria,BG,TESSy,0
2022-05-11,Croatia,HR,TESSy,0
2022-05-11,Cyprus,CY,TESSy,0
2022-05-11,Czechia,CZ,TESSy,0
2022-05-11,Denmark,DK,TESSy,0
2022-05-11,Estonia,EE,TESSy,0
2022-05-11,Finland,FI,TESSy,0
2022-05-11,France,FR,TESSy,0
2022-05-11,Germany,DE,TESSy,0
2022-05-11,Greece,EL,TESSy,0
2022-05-11,Hungary,HU,TESSy,0
2022-05-11,Iceland,IS,TESSy,0
2022-05-11,Ireland,IE,TESSy,0
2022-05-11,Italy,IT,TESSy,0
2022-05-11,Latvia,LV,TESSy,0
2022-05-11,Lithuania,LT,TESSy,0
2022-05-11,Luxembourg,LU,TESSy,0
2022-05-11,Malta,MT,TESSy,0
2022-05-11,Netherlands,NL,TESSy,0
2022-05-11,Norway,NO,TESSy,0
2022-05-11,Poland,PL,TESSy,0
2022-05-11,Portugal,PT,TESSy,2
2022-05-11,Romania,RO,TESSy,0
2022-05-11,Slovakia,SK,TESSy,0
2022-05-11,Slovenia,SI,TESSy,0
2022-05-11,Spain,ES,TESSy,0
2022-05-11,Sweden,SE,TESSy,0
2022-05-12,Austria,AT,TESSy,0
2022-05-12,Belgium,BE,TESSy,0
2022-05-12,Bulgaria,BG,TESSy,0
2022-05-12,Croatia,HR,TESSy,0
2022-05-12,Cyprus,CY,TESSy,0
2022-05-12,Czechia,CZ,TESSy,0
2022-05-12,Denmark,DK,TESSy,0
2022-05-12,Estonia,EE,TESSy,0
2022-05-12,Finland,FI,TESSy,0
2022-05-12,France,FR,TESSy,0
2022-05-12,Germany,DE,TESSy,0
2022-05-12,Greece,EL,TESSy,0
2022-05-12,Hungary,HU,TESSy,0
2022-05-12,Iceland,IS,TESSy,0
2022-05-12,Ireland,IE,TESSy,0
2022-05-12,Italy,IT,TESSy,0
2022-05-12,Latvia,LV,TESSy,0
2022-05-12,Lithuania,LT,TESSy,0
2022-05-12,Luxembourg,LU,TESSy,0
2022-05-12,Malta,MT,TESSy,0
2022-05-12,Netherlands,NL,TESSy,0
2022-05-12,Norway,NO,TESSy,0
2022-05-12,Poland,PL,TESSy,0
2022-05-12,Portugal,PT,TESSy,6
2022-05-12,Romania,RO,TESSy,0
2022-05-12,Slovakia,SK,TESSy,0
2022-05-12,Slovenia,SI,TESSy,0
2022-05-12,Spain,ES,TESSy,0
2022-05-12,Sweden,SE,TESSy,0
2022-05-13,Austria,AT,TESSy,0
2022-05-13,Belgium,BE,TESSy,0
2022-05-13,Bulgaria,BG,TESSy,0
2022-05-13,Croatia,HR,TESSy,0
2022-05-13,Cyprus,CY,TESSy,0
2022-05-13,Czechia,CZ,TESSy,0
2022-05-13,Denmark,DK,TESSy,0
2022-05-13,Estonia,EE,TESSy,0
2022-05-13,Finland,FI,TESSy,0
2022-05-13,France,FR,TESSy,0
2022-05-13,Germany,DE,TESSy,0
2022-05-13,Greece,EL,TESSy,0
2022-05-13,Hungary,HU,TESSy,0
2022-05-13,Iceland,IS,TESSy,0
2022-05-13,Ireland,IE,TESSy,0
2022-05-13,Italy,IT,TESSy,0
2022-05-13,Latvia,LV,TESSy,0
2022-05-13,Lithuania,LT,TESSy,0
2022-05-13,Luxembourg,LU,TESSy,0
2022-05-13,Malta,MT,TESSy,0
2022-05-13,Netherlands,NL,TESSy,0
2022-05-13,Norway,NO,TESSy,0
2022-05-13,Poland,PL,TESSy,0
2022-05-13,Portugal,PT,TESSy,1
2022-05-13,Romania,RO,TESSy,0
2022-05-13,Slovakia,SK,TESSy,0
2022-05-13,Slovenia,SI,TESSy,0
2022-05-13,Spain,ES,TESSy,1
2022-05-13,Sweden,SE,TESSy,0
2022-05-14,Austria,AT,TESSy,0
2022-05-14,Belgium,BE,TESSy,0
2022-05-14,Bulgaria,BG,TESSy,0
2022-05-14,Croatia,HR,TESSy,0
2022-05-14,Cyprus,CY,TESSy,0
2022-05-14,Czechia,CZ,TESSy,0
2022-05-14,Denmark,DK,TESSy,0
2022-05-14,Estonia,EE,TESSy,0
2022-05-14,Finland,FI,TESSy,0
2022-05-14,France,FR,TESSy,0
2022-05-14,Germany,DE,TESSy,0
2022-05-14,Greece,EL,TESSy,0
2022-05-14,Hungary,HU,TESSy,0
2022-05-14,Iceland,IS,TESSy,0
2022-05-14,Ireland,IE,TESSy,0
2022-05-14,Italy,IT,TESSy,0
2022-05-14,Latvia,LV,TESSy,0
2022-05-14,Lithuania,LT,TESSy,0
2022-05-14,Luxembourg,LU,TESSy,0
2022-05-14,Malta,MT,TESSy,0
2022-05-14,Netherlands,NL,TESSy,0
2022-05-14,Norway,NO,TESSy,0
2022-05-14,Poland,PL,TESSy,0
2022-05-14,Portugal,PT,TESSy,4
2022-05-14,Romania,RO,TESSy,0
2022-05-14,Slovakia,SK,TESSy,0
2022-05-14,Slovenia,SI,TESSy,0
2022-05-14,Spain,ES,TESSy,0
2022-05-14,Sweden,SE,TESSy,0
2022-05-15,Austria,AT,TESSy,0
2022-05-15,Belgium,BE,TESSy,0
2022-05-15,Bulgaria,BG,TESSy,0
2022-05-15,Croatia,HR,TESSy,0
2022-05-15,Cyprus,CY,TESSy,0
2022-05-15,Czechia,CZ,TESSy,0
2022-05-15,Denmark,DK,TESSy,0
2022-05-15,Estonia,EE,TESSy,0
2022-05-15,Finland,FI,TESSy,0
2022-05-15,France,FR,TESSy,0
2022-05-15,Germany,DE,TESSy,0
2022-05-15,Greece,EL,TESSy,0
2022-05-15,Hungary,HU,TESSy,0
2022-05-15,Iceland,IS,TESSy,0
2022-05-15,Ireland,IE,TESSy,0
2022-05-15,Italy,IT,TESSy,0
2022-05-15,Latvia,LV,TESSy,0
2022-05-15,Lithuania,LT,TESSy,0
2022-05-15,Luxembourg,LU,TESSy,0
2022-05-15,Malta,MT,TESSy,0
2022-05-15,Netherlands,NL,TESSy,0
2022-05-15,Norway,NO,TESSy,0
2022-05-15,Poland,PL,TESSy,0
2022-05-15,Portugal,PT,TESSy,2
2022-05-15,Romania,RO,TESSy,0
2022-05-15,Slovakia,SK,TESSy,0
2022-05-15,Slovenia,SI,TESSy,0
2022-05-15,Spain,ES,TESSy,0
2022-05-15,Sweden,SE,TESSy,0
2022-05-16,Austria,AT,TESSy,0
2022-05-16,Belgium,BE,TESSy,0
2022-05-16,Bulgaria,BG,TESSy,0
2022-05-16,Croatia,HR,TESSy,0
2022-05-16,Cyprus,CY,TESSy,0
2022-05-16,Czechia,CZ,TESSy,0
2022-05-16,Denmark,DK,TESSy,0
2022-05-16,Estonia,EE,TESSy,0
2022-05-16,Finland,FI,TESSy,0
2022-05-16,France,FR,TESSy,0
2022-05-16,Germany,DE,TESSy,0
2022-05-16,Greece,EL,TESSy,0
2022-05-16,Hungary,HU,TESSy,0
2022-05-16,Iceland,IS,TESSy,0
2022-05-16,Ireland,IE,TESSy,0
2022-05-16,Italy,IT,TESSy,0
2022-05-16,Latvia,LV,TESSy,0
2022-05-16,Lithuania,LT,TESSy,0
2022-05-16,Luxembourg,LU,TESSy,0
2022-05-16,Malta,MT,TESSy,0
2022-05-16,Netherlands,NL,TESSy,0
2022-05-16,Norway,NO,TESSy,0
2022-05-16,Poland,PL,TESSy,0
2022-05-16,Portugal,PT,TESSy,4
2022-05-16,Romania,RO,TESSy,0
2022-05-16,Slovakia,SK,TESSy,0
2022-05-16,Slovenia,SI,TESSy,0
2022-05-16,Spain,ES,TESSy,1
2022-05-16,Sweden,SE,TESSy,0
2022-05-17,Austria,AT,TESSy,0
2022-05-17,Belgium,BE,TESSy,0
2022-05-17,Bulgaria,BG,TESSy,0
2022-05-17,Croatia,HR,TESSy,0
2022-05-17,Cyprus,CY,TESSy,0
2022-05-17,Czechia,CZ,TESSy,0
2022-05-17,Denmark,DK,TESSy,0
2022-05-17,Estonia,EE,TESSy,0
2022-05-17,Finland,FI,TESSy,0
2022-05-17,France,FR,TESSy,0
2022-05-17,Germany,DE,TESSy,0
2022-05-17,Greece,EL,TESSy,0
2022-05-17,Hungary,HU,TESSy,0
2022-05-17,Iceland,IS,TESSy,0
2022-05-17,Ireland,IE,TESSy,0
2022-05-17,Italy,IT,TESSy,0
2022-05-17,Latvia,LV,TESSy,0
2022-05-17,Lithuania,LT,TESSy,0
2022-05-17,Luxembourg,LU,TESSy,0
2022-05-17,Malta,MT,TESSy,0
2022-05-17,Netherlands,NL,TESSy,0
2022-05-17,Norway,NO,TESSy,0
2022-05-17,Poland,PL,TESSy,0
2022-05-17,Portugal,PT,TESSy,5
2022-05-17,Romania,RO,TESSy,0
2022-05-17,Slovakia,SK,TESSy,0
2022-05-17,Slovenia,SI,TESSy,0
2022-05-17,Spain,ES,TESSy,2
2022-05-17,Sweden,SE,TESSy,0
2022-05-18,Austria,AT,TESSy,1
2022-05-18,Belgium,BE,TESSy,0
2022-05-18,Bulgaria,BG,TESSy,0
2022-05-18,Croatia,HR,TESSy,0
2022-05-18,Cyprus,CY,TESSy,0
2022-05-18,Czechia,CZ,TESSy,0
2022-05-18,Denmark,DK,TESSy,0
2022-05-18,Estonia,EE,TESSy,0
2022-05-18,Finland,FI,TESSy,0
2022-05-18,France,FR,TESSy,0
2022-05-18,Germany,DE,TESSy,0
2022-05-18,Greece,EL,TESSy,0
2022-05-18,Hungary,HU,TESSy,0
2022-05-18,Iceland,IS,TESSy,0
2022-05-18,Ireland,IE,TESSy,0
2022-05-18,Italy,IT,TESSy,1
2022-05-18,Latvia,LV,TESSy,0
2022-05-18,Lithuania,LT,TESSy,0
2022-05-18,Luxembourg,LU,TESSy,0
2022-05-18,Malta,MT,TESSy,0
2022-05-18,Netherlands,NL,TESSy,0
2022-05-18,Norway,NO,TESSy,0
2022-05-18,Poland,PL,TESSy,0
2022-05-18,Portugal,PT,TESSy,8
2022-05-18,Romania,RO,TESSy,0
2022-05-18,Slovakia,SK,TESSy,0
2022-05-18,Slovenia,SI,TESSy,0
2022-05-18,Spain,ES,TESSy,20
2022-05-18,Sweden,SE,TESSy,0
2022-05-19,Austria,AT,TESSy,0
2022-05-19,Belgium,BE,TESSy,2
2022-05-19,Bulgaria,BG,TESSy,0
2022-05-19,Croatia,HR,TESSy,0
2022-05-19,Cyprus,CY,TESSy,0
2022-05-19,Czechia,CZ,TESSy,0
2022-05-19,Denmark,DK,TESSy,0
2022-05-19,Estonia,EE,TESSy,0
2022-05-19,Finland,FI,TESSy,0
2022-05-19,France,FR,TESSy,1
2022-05-19,Germany,DE,TESSy,0
2022-05-19,Greece,EL,TESSy,0
2022-05-19,Hungary,HU,TESSy,0
2022-05-19,Iceland,IS,TESSy,0
2022-05-19,Ireland,IE,TESSy,0
2022-05-19,Italy,IT,TESSy,2
2022-05-19,Latvia,LV,TESSy,0
2022-05-19,Lithuania,LT,TESSy,0
2022-05-19,Luxembourg,LU,TESSy,0
2022-05-19,Malta,MT,TESSy,0
2022-05-19,Netherlands,NL,TESSy,2
2022-05-19,Norway,NO,TESSy,0
2022-05-19,Poland,PL,TESSy,0
2022-05-19,Portugal,PT,TESSy,9
2022-05-19,Romania,RO,TESSy,0
2022-05-19,Slovakia,SK,TESSy,0
2022-05-19,Slovenia,SI,TESSy,0
2022-05-19,Spain,ES,TESSy,11
2022-05-19,Sweden,SE,TESSy,0
2022-05-20,Austria,AT,TESSy,0
2022-05-20,Belgium,BE,TESSy,1
2022-05-20,Bulgaria,BG,TESSy,0
2022-05-20,Croatia,HR,TESSy,0
2022-05-20,Cyprus,CY,TESSy,0
2022-05-20,Czechia,CZ,TESSy,0
2022-05-20,Denmark,DK,TESSy,0
2022-05-20,Estonia,EE,TESSy,0
2022-05-20,Finland,FI,TESSy,0
2022-05-20,France,FR,TESSy,1
2022-05-20,Germany,DE,TESSy,1
2022-05-20,Greece,EL,TESSy,0
2022-05-20,Hungary,HU,TESSy,0
2022-05-20,Iceland,IS,TESSy,0
2022-05-20,Ireland,IE,TESSy,0
2022-05-20,Italy,IT,TESSy,0
2022-05-20,Latvia,LV,TESSy,0
2022-05-20,Lithuania,LT,TESSy,0
2022-05-20,Luxembourg,LU,TESSy,0
2022-05-20,Malta,MT,TESSy,0
2022-05-20,Netherlands,NL,TESSy,1
2022-05-20,Norway,NO,TESSy,0
2022-05-20,Poland,PL,TESSy,0
2022-05-20,Portugal,PT,TESSy,16
2022-05-20,Romania,RO,TESSy,0
2022-05-20,Slovakia,SK,TESSy,0
2022-05-20,Slovenia,SI,TESSy,0
2022-05-20,Spain,ES,TESSy,21
2022-05-20,Sweden,SE,TESSy,0
2022-05-21,Austria,AT,TESSy,0
2022-05-21,Belgium,BE,TESSy,0
2022-05-21,Bulgaria,BG,TESSy,0
2022-05-21,Croatia,HR,TESSy,0
2022-05-21,Cyprus,CY,TESSy,0
2022-05-21,Czechia,CZ,TESSy,0
2022-05-21,Denmark,DK,TESSy,0
2022-05-21,Estonia,EE,TESSy,0
2022-05-21,Finland,FI,TESSy,0
2022-05-21,France,FR,TESSy,0
2022-05-21,Germany,DE,TESSy,0
2022-05-21,Greece,EL,TESSy,0
2022-05-21,Hungary,HU,TESSy,0
2022-05-21,Iceland,IS,TESSy,0
2022-05-21,Ireland,IE,TESSy,0
2022-05-21,Italy,IT,TESSy,0
2022-05-21,Latvia,LV,TESSy,0
2022-05-21,Lithuania,LT,TESSy,0
2022-05-21,Luxembourg,LU,TESSy,0
2022-05-21,Malta,MT,TESSy,0
2022-05-21,Netherlands,NL,TESSy,3
2022-05-21,Norway,NO,TESSy,0
2022-05-21,Poland,PL,TESSy,0
2022-05-21,Portugal,PT,TESSy,6
2022-05-21,Romania,RO,TESSy,0
2022-05-21,Slovakia,SK,TESSy,0
2022-05-21,Slovenia,SI,TESSy,0
2022-05-21,Spain,ES,TESSy,3
2022-05-21,Sweden,SE,TESSy,0
2022-05-22,Austria,AT,TESSy,1
2022-05-22,Belgium,BE,TESSy,0
2022-05-22,Bulgaria,BG,TESSy,0
2022-05-22,Croatia,HR,TESSy,0
2022-05-22,Cyprus,CY,TESSy,0
2022-05-22,Czechia,CZ,TESSy,0
2022-05-22,Denmark,DK,TESSy,1
2022-05-22,Estonia,EE,TESSy,0
2022-05-22,Finland,FI,TESSy,0
2022-05-22,France,FR,TESSy,1
2022-05-22,Germany,DE,TESSy,1
2022-05-22,Greece,EL,TESSy,0
2022-05-22,Hungary,HU,TESSy,0
2022-05-22,Iceland,IS,TESSy,0
2022-05-22,Ireland,IE,TESSy,0
2022-05-22,Italy,IT,TESSy,0
2022-05-22,Latvia,LV,TESSy,0
2022-05-22,Lithuania,LT,TESSy,0
2022-05-22,Luxembourg,LU,TESSy,0
2022-05-22,Malta,MT,TESSy,0
2022-05-22,Netherlands,NL,TESSy,2
2022-05-22,Norway,NO,TESSy,0
2022-05-22,Poland,PL,TESSy,0
2022-05-22,Portugal,PT,TESSy,3
2022-05-22,Romania,RO,TESSy,0
2022-05-22,Slovakia,SK,TESSy,0
2022-05-22,Slovenia,SI,TESSy,0
2022-05-22,Spain,ES,TESSy,1
2022-05-22,Sweden,SE,TESSy,0
2022-05-23,Austria,AT,TESSy,0
2022-05-23,Belgium,BE,TESSy,2
2022-05-23,Bulgaria,BG,TESSy,0
2022-05-23,Croatia,HR,TESSy,0
2022-05-23,Cyprus,CY,TESSy,0
2022-05-23,Czechia,CZ,TESSy,0
2022-05-23,Denmark,DK,TESSy,1
2022-05-23,Estonia,EE,TESSy,0
2022-05-23,Finland,FI,TESSy,0
2022-05-23,France,FR,TESSy,2
2022-05-23,Germany,DE,TESSy,6
2022-05-23,Greece,EL,TESSy,1
2022-05-23,Hungary,HU,TESSy,0
2022-05-23,Iceland,IS,TESSy,0
2022-05-23,Ireland,IE,TESSy,0
2022-05-23,Italy,IT,TESSy,2
2022-05-23,Latvia,LV,TESSy,0
2022-05-23,Lithuania,LT,TESSy,0
2022-05-23,Luxembourg,LU,TESSy,0
2022-05-23,Malta,MT,TESSy,0
2022-05-23,Netherlands,NL,TESSy,3
2022-05-23,Norway,NO,TESSy,0
2022-05-23,Poland,PL,TESSy,0
2022-05-23,Portugal,PT,TESSy,14
2022-05-23,Romania,RO,TESSy,0
2022-05-23,Slovakia,SK,TESSy,0
2022-05-23,Slovenia,SI,TESSy,0
2022-05-23,Spain,ES,TESSy,12
