airline,src,dst,routeId,date,name_src,city_src,country_src,src_lng,src_lat,airportId_src,Covid confirmed cases_src,Monkeypox confirmed cases_src,name_dst,city_dst,country_dst,dst_lng,dst_lat,airportId_dst,Covid confirmed cases_dst,Monkeypox confirmed cases_dst,airline_name,airline_country,airlineId,flow count,cases,Covid confirmed cases
3,3111,3307,9727,2030-01-20,Kep,Kep,Vietnam,106.261083,21.394639,3111,2457876.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,2457876.0,0.0
4,418,3307,2663,2030-01-20,Helsinki Malmi,Helsinki,Finland,25.042828,60.254558,418,2312731.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,2312731.0,0.0
3,2996,3307,9788,2030-01-20,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,2627631.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,2627631.0,0.0
3,3629,3307,9808,2030-01-20,Lackland Afb Kelly Fld Annex,San Antonio,United States,-98.581108,29.384228,3629,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
5,3155,3307,4175,2030-01-20,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,4135360.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Air China,China,5,0,4135360.0,0.0
3,3155,3307,9829,2030-01-20,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,5317762.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,5317762.0,0.0
4,1673,3307,2787,2030-01-20,Cardak,Denizli,Turkey,29.701297,37.785567,1673,7163665.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,7163665.0,0.0
7,3698,3307,6009,2030-01-20,Kapalua,Lahania-kapalua,United States,-156.673031,20.962936,3698,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,US Airways,United States,7,0,0.0,0.0
3,3698,3307,9845,2030-01-20,Kapalua,Lahania-kapalua,United States,-156.673031,20.962936,3698,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
4,3884,3307,2828,2030-01-20,Ellinikon International Airport,Athens,Greece,23.4346,37.5354,3884,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,0.0,
3,3884,3307,9900,2030-01-20,Ellinikon International Airport,Athens,Greece,23.4346,37.5354,3884,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
5,3210,3307,4278,2030-01-20,Sultan Ismail,Johor Bahru,Malaysia,103.669619,1.641308,3210,2545589.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Air China,China,5,0,2545589.0,0.0
3,3210,3307,9981,2030-01-20,Sultan Ismail,Johor Bahru,Malaysia,103.669619,1.641308,3210,3871020.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,3871020.0,
9,3385,3307,1084,2030-01-20,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,United Airlines,United States,9,0,0.0,0.0
4,3385,3307,2888,2030-01-20,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
7,3385,3307,6111,2030-01-20,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,US Airways,United States,7,0,0.0,0.0
3,3385,3307,9995,2030-01-20,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
8,3385,3307,13122,2030-01-20,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Delta Air Lines,United States,8,0,0.0,0.0
6,3385,3307,15012,2030-01-20,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Southern Airlines,China,6,0,0.0,
4,503,3307,2891,2030-01-20,Blackbushe,Blackbushe,United Kingdom,-0.8475,51.323889,503,5887458.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,5887458.0,0.0
3,503,3307,9997,2030-01-20,Blackbushe,Blackbushe,United Kingdom,-0.8475,51.323889,503,7292779.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,7292779.0,
4,3244,3307,2917,2030-01-20,Melbourne Moorabbin,Melbourne,Australia,145.102222,-37.975833,3244,3014734.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,3014734.0,
3,3244,3307,10058,2030-01-20,Melbourne Moorabbin,Melbourne,Australia,145.102222,-37.975833,3244,1042675.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,1042675.0,0.0
4,343,3307,2940,2030-01-20,Dusseldorf,Duesseldorf,Germany,6.766775,51.289453,343,5790467.0,1.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,5790467.0,0.0
4,1498,3307,2943,2030-01-20,Bresso,Milano,Italy,9.203333,45.542222,1498,4332787.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,4332787.0,0.0
4,3837,3307,2951,2030-01-20,Eleftherios Venizelos Intl,Athens,Greece,23.944467,37.936358,3837,1924047.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,1924047.0,0.0
5,3837,3307,4394,2030-01-20,Eleftherios Venizelos Intl,Athens,Greece,23.944467,37.936358,3837,525099.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Air China,China,5,0,525099.0,
3,3837,3307,10130,2030-01-20,Eleftherios Venizelos Intl,Athens,Greece,23.944467,37.936358,3837,3199031.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,3199031.0,0.0
4,2223,3307,2991,2030-01-20,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
7,2223,3307,6540,2030-01-20,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,US Airways,United States,7,0,0.0,0.0
3,2223,3307,10188,2030-01-20,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
9,3731,3307,1661,2030-01-20,Lubbock Preston Smith Intl,Lubbock,United States,-101.822778,33.663639,3731,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,United Airlines,United States,9,0,0.0,0.0
4,3731,3307,3004,2030-01-20,Lubbock Preston Smith Intl,Lubbock,United States,-101.822778,33.663639,3731,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
8,3731,3307,13484,2030-01-20,Lubbock Preston Smith Intl,Lubbock,United States,-101.822778,33.663639,3731,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Delta Air Lines,United States,8,0,0.0,0.0
6,3731,3307,15444,2030-01-20,Lubbock Preston Smith Intl,Lubbock,United States,-101.822778,33.663639,3731,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Southern Airlines,China,6,0,0.0,0.0
4,3268,3307,3099,2030-01-20,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,534639.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,534639.0,0.0
5,3268,3307,4484,2030-01-20,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1782599.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Air China,China,5,0,1782599.0,0.0
3,3268,3307,10219,2030-01-20,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,2343406.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,2343406.0,0.0
3,2311,3307,10236,2030-01-20,Jinhae,Chinhae,South Korea,128.695792,35.141175,2311,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
7,3478,3307,6773,2030-01-20,Miami Intl,Miami,United States,-80.290556,25.79325,3478,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,US Airways,United States,7,0,0.0,0.0
3,3478,3307,10352,2030-01-20,Miami Intl,Miami,United States,-80.290556,25.79325,3478,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
4,3370,3307,3197,2030-01-20,North Perry,Hollywood,United States,-80.240722,26.001222,3370,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
7,3370,3307,6791,2030-01-20,North Perry,Hollywood,United States,-80.240722,26.001222,3370,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,US Airways,United States,7,0,0.0,0.0
3,3370,3307,10353,2030-01-20,North Perry,Hollywood,United States,-80.240722,26.001222,3370,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,
8,3370,3307,13808,2030-01-20,North Perry,Hollywood,United States,-80.240722,26.001222,3370,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Delta Air Lines,United States,8,0,0.0,0.0
3,3116,3307,10354,2030-01-20,Phu Quoc,Phuquoc,Vietnam,103.967169,10.227025,3116,1363081.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,1363081.0,
3,3222,3307,10421,2030-01-20,Seletar,Singapore,Singapore,103.867653,1.41695,3222,1608861.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,1608861.0,0.0
4,3265,3307,3245,2030-01-20,Richmond,Richmond,Australia,150.780833,-33.600556,3265,280441.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,280441.0,0.0
3,3265,3307,10444,2030-01-20,Richmond,Richmond,Australia,150.780833,-33.600556,3265,2168975.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,2168975.0,0.0
4,2220,3307,3370,2030-01-20,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
5,2220,3307,4743,2030-01-20,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Air China,China,5,0,0.0,0.0
3,2220,3307,10523,2030-01-20,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
4,154,3307,3595,2030-01-20,Norman Wells,Norman Wells,Canada,-126.798219,65.281617,154,2630335.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,2630335.0,0.0
3,154,3307,10741,2030-01-20,Norman Wells,Norman Wells,Canada,-126.798219,65.281617,154,2415765.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,2415765.0,0.0
4,191,3307,3597,2030-01-20,Mont Joli,Mont Joli,Canada,-68.208056,48.608612,191,3300267.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,3300267.0,0.0
3,3182,3307,9564,2030-01-20,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,3693107.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,3693107.0,0.0
5,4267,3307,3823,2030-01-20,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,7543558.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Air China,China,5,0,7543558.0,0.0
3,4267,3307,9576,2030-01-20,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,7265397.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,7265397.0,0.0
3,3827,3307,9612,2030-01-20,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,110.756892,-7.516089,3827,3882040.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,3882040.0,0.0
5,4011,3307,4048,2030-01-20,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,723087.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Air China,China,5,0,723087.0,
3,4011,3307,9725,2030-01-20,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,2533037.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,2533037.0,0.0
3,2269,3307,9777,2030-01-20,Shizuhama,Yaizu,Japan,138.298056,34.812778,2269,1800058.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,1800058.0,0.0
3,3095,3307,9799,2030-01-20,Cha Ian,Nakhon Si Thammarat,Thailand,99.955625,8.471147,3095,2320632.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,2320632.0,0.0
4,3976,3307,2778,2030-01-20,Telluride,Telluride,United States,-107.90848,37.953759,3976,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
3,3976,3307,9839,2030-01-20,Telluride,Telluride,United States,-107.90848,37.953759,3976,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,
4,4188,3307,2812,2030-01-20,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,1115262.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,1115262.0,0.0
3,4188,3307,9870,2030-01-20,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,2156160.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,2156160.0,0.0
5,4221,3307,4356,2030-01-20,Ust-Ilimsk,Ust Ilimsk,Russia,102.566,58.135,4221,6644708.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Air China,China,5,0,6644708.0,0.0
4,3039,3307,2928,2030-01-20,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,454768.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,454768.0,0.0
3,3039,3307,10062,2030-01-20,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,2955233.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,2955233.0,0.0
3,2335,3307,10067,2030-01-20,Yonaguni,Yonaguni Jima,Japan,122.977778,24.466944,2335,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,
3,4079,3307,10068,2030-01-20,Dhangarhi,Dhangarhi,Nepal,80.581944,28.753333,4079,1977008.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,1977008.0,0.0
3,2322,3307,10191,2030-01-20,Yecheon,Yechon,South Korea,128.35485,36.631933,2322,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
3,2954,3307,10348,2030-01-20,Phnom Penh Intl,Phnom-penh,Cambodia,104.844139,11.546556,2954,1303536.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,1303536.0,0.0
4,2290,3307,3195,2030-01-20,Misawa Ab,Misawa,Japan,141.368364,40.703222,2290,1418023.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,China Eastern Airlines,China,4,0,1418023.0,0.0
5,4034,3307,4578,2030-01-20,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,1043230.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Air China,China,5,0,1043230.0,0.0
3,4034,3307,10411,2030-01-20,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,270347.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,270347.0,0.0
3,2905,3307,10438,2030-01-20,Bryansk,Bryansk,Russia,34.176447,53.214194,2905,6275202.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,6275202.0,0.0
5,3922,3307,4631,2030-01-20,Domododevo,Moscow,Russia,37.906111,55.408611,3922,8251471.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Air China,China,5,0,8251471.0,
3,3922,3307,10452,2030-01-20,Domododevo,Moscow,Russia,37.906111,55.408611,3922,6696022.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,6696022.0,0.0
3,2320,3307,10469,2030-01-20,Pohang,Pohang,South Korea,129.420486,35.987858,2320,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
3,3999,3307,10513,2030-01-20,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
3,2309,3307,9591,2030-01-20,Macomb Municipal Airport,Macomb,United States,-90.6523889,40.5200833,2309,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,0.0,
3,3830,3307,9691,2030-01-20,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,99.944725,8.539617,3830,1944904.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,1944904.0,0.0
3,6978,3307,9728,2030-01-20,Yarram,Yarram,Australia,146.75,-38.56,6978,1801548.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,1801548.0,
3,2267,3307,10516,2030-01-20,Oki,Oki Island,Japan,133.324844,36.181125,2267,1159957.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,1159957.0,0.0
3,5347,3307,9715,2030-01-20,Sharya,Sharya,Russia,45.3314,58.2321,5347,8639823.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,8639823.0,0.0
3,2265,3307,9975,2030-01-20,Hamamatsu,Hamamatsu,Japan,137.703083,34.750239,2265,3332522.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,3332522.0,
3,2250,3307,9976,2030-01-20,New Tanegashima,Tanegashima,Japan,130.991231,30.605067,2250,2569198.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,2569198.0,0.0
3,2276,3307,10069,2030-01-20,Kochi,Kochi,Japan,133.669444,33.546111,2276,1646338.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,1646338.0,0.0
3,2256,3307,10134,2030-01-20,Kumamoto,Kumamoto,Japan,130.85505,32.837319,2256,1751132.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,1751132.0,0.0
3,2270,3307,10192,2030-01-20,Hiroshima,Hiroshima,Japan,132.919444,34.436111,2270,3843301.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,3843301.0,0.0
3,7424,3307,10540,2030-01-20,Hohe Duene,Warnemuende,Germany,12.132082,54.181438,7424,5249657.0,1.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,0,0.0,Southwest Airlines,United States,3,0,5249657.0,
5,1965,3273,3613,2030-01-20,La Tontouta,Noumea,New Caledonia,166.212972,-22.014553,1965,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,
5,575,3273,3616,2030-01-20,Mount Pleasant,Mount Pleasant,Falkland Islands,-58.447222,-51.822777,575,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,0.0
5,3786,3273,3640,2030-01-20,Robins Afb,Macon,United States,-83.59185,32.640144,3786,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,0.0
5,3226,3273,3649,2030-01-20,Alice Springs,Alice Springs,Australia,133.902222,-23.806667,3226,2425188.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,2425188.0,
5,1358,3273,3762,2030-01-20,Creil,Creil,France,2.519139,49.253547,1358,8415543.0,1.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,8415543.0,0.0
